carat,cut,color,clarity,depth,table,x,y,z
0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72
1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81
1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08
0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76
0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51
1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95
0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77
0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68
0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83
0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91
1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27
1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19
1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66
0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23
0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48
2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97
1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08
0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63
1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79
0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97
1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1
1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14
1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0
0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75
0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09
1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85
1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57
0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22
0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69
1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76
0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61
1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01
0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6
1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02
1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3
0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72
0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17
0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59
0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16
1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01
0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63
0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88
1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78
1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78
0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21
0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7
0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73
1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61
0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7
1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1
1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01
0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19
0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83
1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05
1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6
1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6
1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07
0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88
0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42
0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69
0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87
1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95
0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98
0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83
0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65
1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94
1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53
0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71
0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12
0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81
