,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3887.576063508142
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,769.4981821601456
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,8080.07421378731
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,709.8680013212155
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,5775.403376693587
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4672.600499368257
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,631.9886674072281
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,8495.781781230133
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1772.0063499787823
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4966.626877777555
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,14698.563796272296
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4896.132954767946
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,3710.2814361515093
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3059.1136080679203
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3396.537698059797
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,5351.117842732497
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2751.5478465266187
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,671.311284367553
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,1947.546389325743
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,495.8814904384372
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,594.6039732295194
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3789.421588629736
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2645.56637506399
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,17025.059485204667
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6361.117019703922
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,719.1705356832032
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,11487.437912052488
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,2338.9693348812334
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7695.641177873791
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,414.1462916148683
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1558.9227150190748
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6411.766518907837
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2135.4965497537432
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,9180.403851665358
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3851.2915615438515
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3557.488656604306
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7860.436973155946
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,912.3403624703668
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,929.7077647461012
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4288.84488103908
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,5973.835320652232
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3094.105498692379
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1616.5843005236338
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4427.661589189491
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1032.3521559307887
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,468.5966625480185
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3237.8679794724835
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,14523.058658436139
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,12265.713544332568
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1132.3157348780464
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1885.2660629349116
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2295.3320645301455
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1171.0004018831241
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7826.742885339628
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,545.156972722254
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,853.0100040418232
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9330.89047138572
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1662.445895190558
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1723.1403338959913
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4194.374525424225
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8025.261079972075
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4288.8202170030545
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4923.1170188108035
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3855.1393806110545
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1884.4367998706207
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,4155.034061595045
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2616.217027933539
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4598.361338217994
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1143.2896285717513
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1277.7755838022188
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1064.5267078039421
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5147.5027501628265
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1614.0383343949761
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,474.9954876229717
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8021.111567012064
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13899.864267661977
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,10503.696988789368
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,10565.136357409385
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3030.4013464503573
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4713.9221677032665
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,604.0768903367341
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1338.158413582285
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4398.647738810884
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,562.4548194772415
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4553.703222627432
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1783.8831799345203
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1070.3437642651154
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,622.0936621331932
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3511.158192870143
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2622.563798386521
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,899.5235500433575
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,860.9777506210712
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,12950.941750818483
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,509.6491037590516
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4085.23858903395
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1373.7780245954375
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9531.917970290315
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4460.2435880968205
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1444.3512091354264
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2125.5557807218547
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4578.820754755911
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4966.10501389311
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6979.7361954698345
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,733.6270645486724
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3277.6679496963247
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1364.0599276135242
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5165.428957897575
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3847.663692059572
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,6850.82846611854
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10065.679209495212
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1494.116317226471
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,842.0003383403583
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,480.9072343739946
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,607.207559504473
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,820.5383759314217
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3032.407154882508
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6911.889844475074
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,768.714251779907
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1947.9426057021176
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,9978.001495432834
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6628.476915487253
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2411.5658778590678
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,13881.913308297257
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3820.245462956625
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1710.9591235431303
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3083.9883911119623
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,21836.340346631343
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,559.0322126760998
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,516.1241537431571
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1169.1898450357296
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2274.4939973187443
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7433.238086954098
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,15599.460708103465
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,10778.465768538572
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,986.1909575807106
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3021.4636251323136
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7744.5346255010145
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4037.8028079276714
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2391.3330746680963
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1070.9130872654005
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,4931.367763657067
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1458.8771155500688
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2041.3553736021508
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,4988.109634272909
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,770.4192235968927
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1038.1536627940607
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,353.1997809319276
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,5376.599990219927
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3400.455665187858
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,471.77004811187857
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,661.3119347295516
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,480.4558153863029
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3301.9156920363043
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9828.281526459843
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2223.991756668045
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,544.721813693708
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6529.201553277222
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6885.7029396990065
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,5248.887653135803
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,9165.402379538973
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2258.665325019314
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2008.4528133130068
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,11143.236251312164
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,532.0093001772852
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6519.489319109509
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,759.4706647862174
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1067.8960617187188
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6878.272306152518
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1040.6525622634106
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5653.53203243303
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,7930.760184284019
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,8941.53934579209
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,9163.56963251751
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2629.591863008137
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,548.110172946485
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,2913.6370212590455
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1535.1550925518247
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2534.1553160026883
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3273.275192680039
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9761.586442210191
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1751.8133510818004
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2142.5258290225443
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1981.4288970402467
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5204.5104531364805
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,844.1905297426256
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,569.1388329055737
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1119.3805409756699
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,400.5046718970465
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,892.4329217137835
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2280.6669441668478
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,555.1765859978929
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6181.397264900744
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3946.042348594095
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1399.7364574187798
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5392.038441010172
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,5847.099178677757
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,16233.160467268886
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,15827.234306976274
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5574.010078522017
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4628.514696730497
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4010.1501516790318
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3113.3880016574217
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1430.6424613792879
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1701.2798175980995
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,6818.142667963746
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,429.6562855185134
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,10708.955620342895
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,14948.935061827447
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1789.7356336795979
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3369.5629294707137
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1642.584381169799
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,887.8243357174011
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,4888.597236426203
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17184.419620586494
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,699.8708806820912
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,790.5561227320507
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,10250.413109406229
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5345.255032066218
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,689.1568390445011
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,5689.514077470348
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2099.2540567129445
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,614.4486577540575
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2376.977909604022
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1310.272068276166
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,4293.805759817431
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1038.7724435347009
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9883.399688898304
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2124.347194018407
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,7752.229714955725
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,387.0220534922
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,354.70710539121336
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4441.280171098068
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1494.233917864086
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,7137.951133134349
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,13824.189281361598
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2284.241317078962
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1553.8683671208512
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,776.5184469435444
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2048.052114959135
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,6375.719332749903
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,10584.402055697123
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,4207.820422763745
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5538.213992522797
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,818.475397115481
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7433.326406112311
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,592.1835584527857
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2789.3929102451516
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,664.8703513286524
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5205.44416757688
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2187.885365079946
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1183.5316394794881
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,5315.796463376758
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6301.9230771298035
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2872.7186110732796
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,8460.25732722917
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1259.802227561061
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2173.9174399072913
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1258.6724338501435
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2266.8583600667907
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,520.1933767963341
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1036.8783876295026
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1795.488316617845
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,826.3712154873283
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7635.9830303290755
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2147.8478851754985
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1475.6617969413305
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1480.827890425496
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2595.010930785366
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,5756.107368090591
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,15004.030964564226
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,10364.677690800241
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5312.878363268791
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,981.3428221260037
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,689.9033801820082
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1069.7005443147482
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,605.2903071800675
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,7768.024655119676
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,659.0975609243759
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9265.175895230332
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2305.3981077950307
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,884.1412717391622
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2611.2110769301466
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5062.866558987596
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4302.337171710892
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,736.9058170701816
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,637.2937892296399
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4570.985249832449
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4495.412813618707
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,653.7521850441506
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,5341.647334049576
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,700.7165512651795
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9536.785935998447
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,3767.951270690519
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,6002.212286091889
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,4104.047542412388
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2669.753788872395
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2750.2482923571783
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1850.065622096677
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,966.156757597836
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5145.786660615748
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1999.6598071844267
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,4781.009692942337
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1812.1676619419616
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,438.2866435660108
