link,ean,catI,catII,catIII,descricao,preco,imagem_link
https://www.superabc.com.br/7897517205522-maion-fugini-mh-tartaro-200g/p,7897517205522,Mercearia,Conservas e Enlatados,Condimento e Temperos,MAIONESE FUGINI MOLHO TÁRTARO 200G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262086-1000-1000/7897517205522.jpg?v=637002333675200000
https://www.superabc.com.br/7891515474133-steak-perdigao-fgo-qj-100g/p,7891515474133,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,STEAK PERDIGÃO FRANGO QUEIJO 100G - UNIDADE,2.79,https://abcemcasa.vteximg.com.br/arquivos/ids/243249-1000-1000/7891515474133.jpg?v=636943339568700000
https://www.superabc.com.br/7622300991739-g-mascar-trident-limonada-uva-8g/p,7622300991739,Mercearia,Bomboniere,Guloseimas,GOMA DE MASCAR TRIDENT LIMONADA UVA 8G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258248-1000-1000/7622300991739.jpg?v=637002294653730000
https://www.superabc.com.br/7896216100046-massa-pastel-mezzani-disco-500g/p,7896216100046,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,MASSA PASTEL MEZZANI DISCO 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262478-1000-1000/Principal.jpg?v=637002334864600000
https://www.superabc.com.br/7896391200333condim-bicabornato-de-sodio-ki-flor-40g/p,7896391200333,Mercearia,Conservas e Enlatados,Condimento e Temperos,CONDIMENTO-BICABORNATO DE SÓDIO KI FLOR 40G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254462-1000-1000/7896391200333.jpg?v=637002256331500000
https://www.superabc.com.br/7891515439118-isca-fgo-sadia-trad-300g/p,7891515439118,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,ISCA FRANGO SADIA TRADICIONAL 300G - UNIDADE,12.9,https://abcemcasa.vteximg.com.br/arquivos/ids/259007-1000-1000/7891515439118.jpg?v=637002309559600000
https://www.superabc.com.br/7622300991456-choc-lacta-ao-leite-90g/p,7622300991456,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA AO LEITE 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253653-1000-1000/7622300991456.jpg?v=637002252693400000
https://www.superabc.com.br/4377fgo-seara-assa-facil-kg/p,4377,Congelados e Resfriados,Aves,nan,FRANGO SEARA ASSA FACIL EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257683-1000-1000/4377.jpg?v=637002291117670000
https://www.superabc.com.br/7896330580199mh-pirata-p-cars-500ml/p,7896330580199,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO PIRATA P CARS 500ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263006-1000-1000/7896330580199.jpg?v=637002336523300000
https://www.superabc.com.br/7891515423124chicken-perdigao-fgo-qj-300g/p,7891515423124,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,CHICKEN PERDIGÃO FRANGO QUEIJO 300G - UNIDADE,7.69,https://abcemcasa.vteximg.com.br/arquivos/ids/253520-1000-1000/7891515423124.jpg?v=637002252167770000
https://www.superabc.com.br/7622300991418-choc-lacta-laka-90g/p,7622300991418,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA LAKA 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253672-1000-1000/7622300991418.jpg?v=637002252749570000
https://www.superabc.com.br/4219fgo-sadia-assafacil-kg/p,4219,Congelados e Resfriados,Aves,nan,FRANGO SADIA ASSAFACIL EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257682-1000-1000/4219.jpg?v=637002291114230000
https://www.superabc.com.br/7896330580038tempero-pirata-caseiro-s-pimenta-450g/p,7896330580038,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO PIRATA CASEIRO S PIMENTA 450G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/226245-1000-1000/7896330580038.jpg?v=636933747234600000
https://www.superabc.com.br/7891515423117chicken-fgo-perdigao-300g/p,7891515423117,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,CHICKEN FRANGO PERDIGÃO 300G - UNIDADE,7.69,https://abcemcasa.vteximg.com.br/arquivos/ids/253516-1000-1000/7891515423117.jpg?v=637002252150830000
https://www.superabc.com.br/7622210962072-choc-lacta-amaro-mix-de-nuts-90g/p,7622210962072,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA AMARO MIX DE NUTS 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253647-1000-1000/7622210962072.jpg?v=637002252676330000
https://www.superabc.com.br/4218coxinha--asa-in-natura-cong-kg/p,4218,Congelados e Resfriados,Aves,nan,COXINHA  ASA IN NATURA CONGELADO EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/274484-1000-1000/4218.jpg?v=637048616654070000
https://www.superabc.com.br/7896330537063tempero-pirata-completo-s-p-saco-1kg/p,7896330537063,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO PIRATA COMPLETO S P SACO 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/238785-1000-1000/7896330537063.jpg?v=636935434995830000
https://www.superabc.com.br/7898095780043pizza-divina-pizza-gde-720g/p,7898095780043,Congelados e Resfriados,Pratos Prontos,Pizzas,PIZZA DIVINA PIZZA GDE 720G - UNIDADE,21.5,https://abcemcasa.vteximg.com.br/arquivos/ids/274060-1000-1000/17898095780040.jpg?v=637032850685430000
https://www.superabc.com.br/7622210961969-choc-lacta-amaro-coco-90g/p,7622210961969,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA AMARO COCO 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253644-1000-1000/7622210961969.jpg?v=637002252665670000
https://www.superabc.com.br/7898353880027gelo-gelo-sol-em-cubos-3kg/p,7898353880027,Congelados e Resfriados,Sobremesas e Sorvetes,Sorvetes e Picolés,GELO GELO SOL EM CUBOS 3KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/274501-1000-1000/7898353880027.jpg?v=637059127994770000
https://www.superabc.com.br/7896330533065tempero-pirata-completo-s-pimenta-500g/p,7896330533065,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO PIRATA COMPLETO S PIMENTA 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/226241-1000-1000/7896330533065.jpg?v=636933747222570000
https://www.superabc.com.br/7896216101111-tagliatelle-mezzani-intg-500g/p,7896216101111,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,TAGLIATELLE MEZZANI INTEGRAL 500G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/245619-1000-1000/Principal.png?v=636949236823130000
https://www.superabc.com.br/7622210961716-choc-lacta-amaro-90g/p,7622210961716,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA AMARO 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253641-1000-1000/7622210961716.jpg?v=637002252652470000
https://www.superabc.com.br/7897076021274-quibe-car-bao-minas-810g/p,7897076021274,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,QUIBE CARNE BAO MINAS 810G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264857-1000-1000/7897076021274.jpg?v=637002351169900000
https://www.superabc.com.br/7896216100909-pao-alho-mezzani-310g/p,7896216100909,Congelados e Resfriados,Pratos Prontos,Massas,PÃO DE ALHO MEZZANI 310G - UNIDADE,8.69,https://abcemcasa.vteximg.com.br/arquivos/ids/263768-1000-1000/7896216100909.jpg?v=637002348309900000
https://www.superabc.com.br/7896330532938mh-alho-c--pimenta-pirata-500ml/p,7896330532938,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO DE ALHO C/ PIMENTA PIRATA 500ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262814-1000-1000/7896330532938.jpg?v=637002335900400000
https://www.superabc.com.br/7622210961679-choc-lacta-diamante-negro-laka-90g/p,7622210961679,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA DIAMANTE NEGRO/LAKA 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253666-1000-1000/7622210961679.jpg?v=637002252734830000
https://www.superabc.com.br/7897076012012-pao-qj-bao-minas-trad-300g/p,7897076012012,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,PÃO DE QUEIJO BAO MINAS TRADICIONAL 300G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263830-1000-1000/7897076012012.jpg?v=637002348536600000
https://www.superabc.com.br/7896216100848-massa-pastel-mezzani-forno-300g/p,7896216100848,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,MASSA PASTEL MEZZANI FORNO 300G - UNIDADE,4.79,https://abcemcasa.vteximg.com.br/arquivos/ids/262480-1000-1000/Principal.jpg?v=637002334873530000
https://www.superabc.com.br/7896330532679tempero-pirata-alho-e-sal-500g/p,7896330532679,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO PIRATA ALHO E SAL 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/238766-1000-1000/7896330532679.jpg?v=636935434953430000
https://www.superabc.com.br/7622210869050-choc-lacta-criacoes-mor-100g/p,7622210869050,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA CRIAÇÕES MORANGO 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253657-1000-1000/7622210869050.jpg?v=637002252707000000
https://www.superabc.com.br/7896967880662sorv-creme-mel-brig-baun-15l/p,7896967880662,Congelados e Resfriados,Sobremesas e Sorvetes,Sorvetes e Picolés,SORVETE CREME MEL BRIG BAUNILHA 1,5L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/241518-1000-1000/7896967880662.jpg?v=636936310067130000
https://www.superabc.com.br/7896330532020mh-shoyu-pirata-500ml/p,7896330532020,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO SHOYU PIRATA 500ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263067-1000-1000/7896330532020.jpg?v=637002336634270000
https://www.superabc.com.br/7896216100794-sorrentino-mezzani-ric-espin-350g/p,7896216100794,Congelados e Resfriados,Pratos Prontos,Massas,SORRENTINO MEZZANI RIC ESPIN 350G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/240684-1000-1000/7896216100794.jpg?v=636936305839170000
https://www.superabc.com.br/7896967851020-sorv-creme-mel-baun-carm-18l/p,7896967851020,Congelados e Resfriados,Sobremesas e Sorvetes,Sorvetes e Picolés,SORVETE CREME MEL BAUNILHA CARAMELO 1,8L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/241514-1000-1000/7896967851020.jpg?v=636936310047430000
https://www.superabc.com.br/7622210866790-choc-lacta-criacoes-coco-caram-100g/p,7622210866790,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA CRIAÇÕES COCO CARAMELO 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253655-1000-1000/7622210866790.jpg?v=637002252699330000
https://www.superabc.com.br/7896330531085tempero-pirata-completo-500g/p,7896330531085,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO PIRATA COMPLETO 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/226236-1000-1000/7896330531085.jpg?v=636933747208630000
https://www.superabc.com.br/7896216100770-nhoque-mezzani-batata-catupiry-400g/p,7896216100770,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,NHOQUE MEZZANI BATATA CATUPIRY 400G - UNIDADE,9.39,https://abcemcasa.vteximg.com.br/arquivos/ids/266003-1000-1000/7896216100770.jpg?v=637002781304770000
https://www.superabc.com.br/7622210833389bis-lacta-black-1008-gr/p,7622210833389,Mercearia,Bomboniere,Bombons e Chocolates,BIS LACTA BLACK 100,8 GR - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251112-1000-1000/7622210833389.jpg?v=637002223865900000
https://www.superabc.com.br/7896967811468sorv-creme-mel-crock-2l/p,7896967811468,Congelados e Resfriados,Sobremesas e Sorvetes,Sorvetes e Picolés,SORVETE CREME MEL CROCK 2L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/241517-1000-1000/7896967811468.jpg?v=636936310061970000
https://www.superabc.com.br/7896216100572-ravioli-mezzani-car-400g/p,7896216100572,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,RAVIOLI MEZZANI CARNE 400G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/245363-1000-1000/Principal.png?v=636949125742870000
https://www.superabc.com.br/7896330502221mh-ingles-pirata-500ml/p,7896330502221,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO INGLES PIRATA 500ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262939-1000-1000/7896330502221.jpg?v=637002336371270000
https://www.superabc.com.br/7622210641939-choc-lacta-laka-oreo-20g/p,7622210641939,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LACTA LAKA OREO 20G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253675-1000-1000/7622210641939.jpg?v=637002252759730000
https://www.superabc.com.br/7896967811123sorv-creme-mel-abcx-2l/p,7896967811123,Congelados e Resfriados,Sobremesas e Sorvetes,Sorvetes e Picolés,SORVETE CREME MEL ABACAXI 2L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/241513-1000-1000/7896967811123.jpg?v=636936310043670000
https://www.superabc.com.br/7896036095669-tom-pelado-pomarola-240g/p,7896036095669,Mercearia,Conservas e Enlatados,Atomatados,TOMATE PELADO POMAROLA 240G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/245653-1000-1000/Principal.png?v=636949245661830000
https://www.superabc.com.br/7896216100558-capeletti-mezzani-4-queijos-400gr/p,7896216100558,Congelados e Resfriados,Pratos Prontos,Massas,CAPELETTI MEZZANI 4 QUEIJO S 400GR - UNIDADE,8.69,https://abcemcasa.vteximg.com.br/arquivos/ids/252953-1000-1000/Principal.jpg?v=637002249850500000
https://www.superabc.com.br/7610400014649-choc-suico-rech-lindt-lindor-milk-100g/p,7610400014649,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE SUÍÇO RECHEADO LINDT LINDOR MILK 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253733-1000-1000/7610400014649.jpg?v=637002253009500000
https://www.superabc.com.br/7896581354075-spettin-fgo-pif-paf-500g/p,7896581354075,Congelados e Resfriados,Aves,nan,SPETTIN FRANGO PIF PAF 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/266021-1000-1000/7896581354075.jpg?v=637002781402800000
https://www.superabc.com.br/7896036095645-ext-tom-elefante-sache-190g/p,7896036095645,Mercearia,Conservas e Enlatados,Atomatados,EXTRATO DE TOMATE ELEFANTE SACHE 190G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/256855-1000-1000/Principal.jpg?v=637002280785430000
https://www.superabc.com.br/7896216100541-capeletti-mezzani-fgo-400g/p,7896216100541,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,CAPELETTI MEZZANI FRANGO 400G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252957-1000-1000/Principal.jpg?v=637002249876670000
https://www.superabc.com.br/7896581353399-pao-qj-pif-paf-trad-400g/p,7896581353399,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,PÃO DE QUEIJO PIF PAF TRADICIONAL 400G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263848-1000-1000/7896581353399.jpg?v=637002348602630000
https://www.superabc.com.br/7610400014571-choc-suico-clas-lindt-white-ex-f-100g/p,7610400014571,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE SUÍÇO CLÁSSICO LINDT WHITE EX F 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/268853-1000-1000/7610400014571.jpg?v=637008073838200000
https://www.superabc.com.br/7896216100534-capeletti-mezzani-car-400g/p,7896216100534,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,CAPELETTI MEZZANI CARNE 400G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252955-1000-1000/Principal.jpg?v=637002249864470000
https://www.superabc.com.br/7896036091357maion-liza-light-250g/p,7896036091357,Mercearia,Conservas e Enlatados,Condimento e Temperos,MAIONESE LIZA LIGHT 250G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262130-1000-1000/Principal.jpg?v=637002333820900000
https://www.superabc.com.br/7896581353214-pao-qj-pif-paf-s--lactose-250g/p,7896581353214,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,PÃO DE QUEIJO PIF PAF SEM   LACTOSE 250G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263846-1000-1000/7896581353214.jpg?v=637002348597170000
https://www.superabc.com.br/7610400010016-choc-suico-clas-lindt-ext-fine-100g/p,7610400010016,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE SUÍÇO CLÁSSICO LINDT EXT FINE 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253732-1000-1000/Principal.jpg?v=637002253003570000
https://www.superabc.com.br/7896216100510-ravioli-mezzani-fgo-400g/p,7896216100510,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,RAVIOLI MEZZANI FRANGO 400G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/245364-1000-1000/Principal.png?v=636949125746330000
https://www.superabc.com.br/7896036091340maion-liza-250g/p,7896036091340,Mercearia,Conservas e Enlatados,Condimento e Temperos,MAIONESE LIZA 250G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262123-1000-1000/Principal.jpg?v=637002333794400000
https://www.superabc.com.br/7896581352873-costela-passarinho-pif-paf-800g/p,7896581352873,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,COSTELA PASSARINHO PIF PAF 800G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254833-1000-1000/7896581352873.jpg?v=637002257945370000
https://www.superabc.com.br/3046920028363-choc-lindt-excellence-85--cacau-100g/p,3046920028363,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LINDT EXCELLENCE 85% CACAU 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253680-1000-1000/3046920028363.jpg?v=637002252777800000
https://www.superabc.com.br/7896216100268-nhoque-mezzani-batata-500g/p,7896216100268,Congelados e Resfriados,Pratos Prontos,Massas,NHOQUE MEZZANI BATATA 500G - UNIDADE,8.69,https://abcemcasa.vteximg.com.br/arquivos/ids/267357-1000-1000/7896216100268.jpg?v=637004047598900000
https://www.superabc.com.br/maion-hellmans-3kg/p,7891150035959,Mercearia,Conservas e Enlatados,Condimento e Temperos,MAIONESE HELLMANS 3KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262110-1000-1000/7891150035959.jpg?v=637002333751370000
https://www.superabc.com.br/7896581352576coxa-frango-pif-paf-bj-1kg/p,7896581352576,Congelados e Resfriados,Aves,nan,COXA FRANGO PIF PAF BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254879-1000-1000/7896581352576.jpg?v=637002258141430000
https://www.superabc.com.br/3046920028004-choc-lindt-excellence-70--cacau-100g/p,3046920028004,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE LINDT EXCELLENCE 70% CACAU 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253679-1000-1000/3046920028004.jpg?v=637002252774800000
https://www.superabc.com.br/7896216100176-mac-mezzani-talharim-500g/p,7896216100176,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,MACARRÃO MEZZANI TALHARIM 500G - UNIDADE,6.69,https://abcemcasa.vteximg.com.br/arquivos/ids/261914-1000-1000/Principal.jpg?v=637002333149030000
https://www.superabc.com.br/7891150027824mh-hellmans-3x1-370g/p,7891150027824,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO HELLMANS 3X1 370G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262927-1000-1000/Principal.jpg?v=637002336333400000
https://www.superabc.com.br/7896581352521coxa-sobrecoxa-pif-paf-bj-1kg/p,7896581352521,Congelados e Resfriados,Aves,nan,COXA SOBRECOXA PIF PAF BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254888-1000-1000/7896581352521.jpg?v=637002258173500000
https://www.superabc.com.br/7896216100107-massa-las-mezzani-fresca-500g/p,7896216100107,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,MASSA LÃS MEZZANI FRESCA 500G - UNIDADE,6.99,https://abcemcasa.vteximg.com.br/arquivos/ids/262452-1000-1000/Principal.jpg?v=637002334779300000
https://www.superabc.com.br/7891008123128-choc-garoto-talento-cast-para-90g/p,7891008123128,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE GAROTO TALENTO CASTANHA DO PARÁ  90G - UNIDADE - CHOCOLATE GAROTO TALENTO CASTANHA  DO PARÁ 90G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253596-1000-1000/7891008123128.jpg?v=637002252485900000
https://www.superabc.com.br/7891150016866caldo-knorr-car-114g-l12p10/p,7891150016866,Mercearia,Conservas e Enlatados,Condimento e Temperos,CALDO KNORR CARNE 114G L12P10 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252762-1000-1000/7891150016866.jpg?v=637002249098800000
https://www.superabc.com.br/7896581347404-escondidinho-fgo-pif-paf-350g/p,7896581347404,Congelados e Resfriados,Pratos Prontos,Massas,ESCONDIDINHO FRANGO PIF PAF 350G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/256210-1000-1000/7896581347404.jpg?v=637002278113470000
https://www.superabc.com.br/7896216100039-massa-pastel-mezzani-500g/p,7896216100039,Congelados e Resfriados,Pratos Prontos,Massas,MASSA PASTEL MEZZANI 500G - UNIDADE,6.69,https://abcemcasa.vteximg.com.br/arquivos/ids/262476-1000-1000/Principal.jpg?v=637002334856870000
